site_code,stn_id,latitude,longitude,well_use
335842N1169179W002,8668,33.5842,-116.9179,Unknown
335842N1169204W001,31514,33.5842,-116.9204,Unknown
335845N1169204W001,8667,33.5845,-116.9204,Unknown
335845N1169254W001,31516,33.5845,-116.9254,Unknown
335845N1171776W001,12209,33.5845,-117.1776,Unknown
335845N1172479W001,8384,33.5845,-117.2479,Unknown
335845N1172498W001,8383,33.5845,-117.2498,Unknown
335848N1169093W001,31517,33.5848,-116.9093,Unknown
335850N1169282W001,8669,33.585,-116.9282,Unknown
335850N1171765W001,12210,33.585,-117.1765,Unknown
335850N1171770W001,30030,33.585,-117.177,Unknown
335850N1172493W001,8382,33.585,-117.2493,Unknown
335853N1167087W001,30116,33.5853,-116.7087,Unknown
335853N1171262W001,10087,33.5853,-117.1262,Unknown
335856N1169137W001,31513,33.5856,-116.9137,Unknown
335856N1172462W001,8385,33.5856,-117.2462,Unknown
335856N1172543W001,8381,33.5856,-117.2543,Unknown
335859N1168284W001,8656,33.5859,-116.8284,Unknown
335859N1172462W001,8386,33.5859,-117.2462,Unknown
335861N1167026W001,30117,33.5861,-116.7026,Unknown
335861N1168268W001,31506,33.5861,-116.8268,Unknown
335867N1167070W001,10109,33.5867,-116.707,Unknown
335867N1170598W001,10080,33.5867,-117.0598,Unknown
335867N1171593W001,12207,33.5867,-117.1593,Unknown
335867N1172518W001,8380,33.5867,-117.2518,Unknown
335870N1169232W001,31515,33.587,-116.9232,Unknown
335875N1170545W001,30094,33.5875,-117.0545,Unknown
335875N1170801W001,30095,33.5875,-117.0801,Unknown
335875N1172465W001,8376,33.5875,-117.2465,Unknown
335878N1170498W001,31247,33.5878,-117.0498,Unknown
335878N1170765W001,10082,33.5878,-117.0765,Unknown
335878N1171157W001,39495,33.5878,-117.1157,Unknown
335878N1172259W001,30328,33.5878,-117.2259,Unknown
335881N1146577W001,40111,33.5881,-114.6577,Unknown
335881N1167101W001,10108,33.5881,-116.7101,Unknown
335881N1172473W001,8375,33.5881,-117.2473,Unknown
335884N1146233W001,31269,33.5884,-114.6233,Unknown
335884N1146413W001,8815,33.5884,-114.6413,Unknown
335884N1147451W001,8812,33.5884,-114.7451,Unknown
335884N1169234W001,8665,33.5884,-116.9234,Unknown
335884N1172326W001,12349,33.5884,-117.2326,Unknown
335884N1172518W001,8378,33.5884,-117.2518,Unknown
335884N1172543W001,8377,33.5884,-117.2543,Unknown
335884N1172579W001,8379,33.5884,-117.2579,Unknown
335886N1146063W001,9572,33.5886,-114.6063,Unknown
335886N1146752W001,8819,33.5886,-114.6752,Unknown
335886N1169232W001,31512,33.5886,-116.9232,Unknown
335889N1145888W001,31268,33.5889,-114.5888,Unknown
335889N1146838W001,8822,33.5889,-114.6838,Unknown
335889N1147488W001,8823,33.5889,-114.7488,Unknown
335889N1168290W001,8654,33.5889,-116.829,Unknown
335889N1168290W002,31505,33.5889,-116.829,Unknown
335889N1168290W003,8655,33.5889,-116.829,Unknown
335892N1145560W001,31267,33.5892,-114.556,Unknown
335892N1145710W001,9568,33.5892,-114.571,Unknown
335892N1170862W001,30097,33.5892,-117.0862,Unknown
335892N1170862W002,40186,33.5892,-117.0862,Unknown
335892N1170887W001,10085,33.5892,-117.0887,Unknown
335895N1172198W001,30326,33.5895,-117.2198,Unknown
335898N1172196W001,12345,33.5898,-117.2196,Unknown
335900N1171145W001,30099,33.59,-117.1145,Unknown
335903N1168909W001,8661,33.5903,-116.8909,Unknown
335906N1171023W001,10086,33.5906,-117.1023,Unknown
335908N1161218W001,47743,33.59083,-116.12183,Irrigation
335909N1172418W001,38172,33.5909,-117.2418,Unknown
335909N1172682W001,8390,33.5909,-117.2682,Unknown
335911N1169195W001,8663,33.5911,-116.9195,Unknown
335911N1172573W001,30912,33.5911,-117.2573,Unknown
335911N1172582W001,30913,33.5911,-117.2582,Unknown
335914N1166687W001,10107,33.5914,-116.6687,Unknown
335914N1171612W001,12205,33.5914,-117.1612,Unknown
335914N1172579W001,8374,33.5914,-117.2579,Unknown
335917N1170707W001,10081,33.5917,-117.0707,Unknown
335917N1172590W001,30917,33.5917,-117.259,Unknown
335923N1168501W001,8657,33.5923,-116.8501,Unknown
335923N1168907W001,8660,33.5923,-116.8907,Unknown
335923N1171684W001,12204,33.5923,-117.1684,Unknown
335925N1171557W001,12206,33.5925,-117.1557,Unknown
335928N1168879W001,31509,33.5928,-116.8879,Unknown
335928N1169204W001,8664,33.5928,-116.9204,Unknown
335928N1172707W001,30915,33.5928,-117.2707,Unknown
335931N1172646W001,30916,33.5931,-117.2646,Unknown
335934N1172612W001,8392,33.5934,-117.2612,Unknown
335936N1166659W001,30115,33.5936,-116.6659,Unknown
335936N1166668W001,10106,33.5936,-116.6668,Unknown
335936N1172379W001,12348,33.5936,-117.2379,Unknown
335938N1162253W001,56754,33.59386,-116.22534,Irrigation
335939N1172657W001,8391,33.5939,-117.2657,Unknown
335948N1171237W001,30100,33.5948,-117.1237,Unknown
335950N1172440W001,8372,33.595,-117.244,Unknown
335950N1172440W002,30911,33.595,-117.244,Unknown
335953N1147198W001,38465,33.5953,-114.7198,Unknown
335954N1147453W001,25031,33.5954,-114.7453,Unknown
335956N1146585W001,8817,33.5956,-114.6585,Unknown
335956N1146585W002,29631,33.5956,-114.6585,Unknown
335956N1146713W001,8818,33.5956,-114.6713,Unknown
335956N1146760W001,8820,33.5956,-114.676,Unknown
335956N1168859W001,8659,33.5956,-116.8859,Unknown
335956N1168865W001,31507,33.5956,-116.8865,Unknown
335956N1168870W001,8658,33.5956,-116.887,Unknown
335956N1172523W001,8373,33.5956,-117.2523,Unknown
335956N1172668W001,8389,33.5956,-117.2668,Unknown
335956N1172807W001,30918,33.5956,-117.2807,Unknown
335959N1146780W001,8821,33.5959,-114.678,Unknown
335961N1168857W001,31508,33.5961,-116.8857,Unknown
335961N1172323W001,30327,33.5961,-117.2323,Unknown
335961N1172787W001,8393,33.5961,-117.2787,Unknown
335964N1146330W001,5951,33.5964,-114.633,Unknown
335964N1168295W001,8653,33.5964,-116.8295,Unknown
335967N1172387W001,12347,33.5967,-117.2387,Unknown
335968N1160270W001,51663,33.5968,-116.02703,Observation
335973N1172615W001,30914,33.5973,-117.2615,Unknown
335975N1169212W001,31511,33.5975,-116.9212,Unknown
335975N1170987W001,30096,33.5975,-117.0987,Unknown
335975N1172273W001,12346,33.5975,-117.2273,Unknown
335978N1170995W001,10084,33.5978,-117.0995,Unknown
335978N1171112W001,30098,33.5978,-117.1112,Unknown
335978N1172196W001,9776,33.5978,-117.2196,Unknown
335981N1171298W001,9605,33.5981,-117.1298,Unknown
335981N1171309W001,9606,33.5981,-117.1309,Unknown
335981N1172629W001,7119,33.5981,-117.2629,Unknown
335984N1169170W001,31510,33.5984,-116.917,Unknown
335984N1169190W001,7780,33.5984,-116.919,Unknown
335984N1172337W001,9771,33.5984,-117.2337,Unknown
335984N1172421W001,7257,33.5984,-117.2421,Unknown
335984N1172729W001,7118,33.5984,-117.2729,Unknown
335986N1171823W001,9783,33.5986,-117.1823,Unknown
335986N1172504W001,7123,33.5986,-117.2504,Unknown
335986N1172787W001,39328,33.5986,-117.2787,Unknown
335992N1172332W001,9772,33.5992,-117.2332,Unknown
335992N1172579W001,28081,33.5992,-117.2579,Unknown
335998N1172221W001,31707,33.5998,-117.2221,Unknown
336000N1146027W001,9570,33.6,-114.6027,Unknown
336000N1171195W001,31395,33.6,-117.1195,Unknown
336000N1171815W001,31714,33.6,-117.1815,Unknown
336000N1172226W001,9774,33.6,-117.2226,Unknown
336003N1160666W001,56753,33.60036,-116.06667,Unknown
336003N1169482W001,6207,33.6003,-116.9482,Unknown
336006N1172821W001,28073,33.6006,-117.2821,Unknown
336006N1172823W001,28074,33.6006,-117.2823,Unknown
336009N1170293W001,28482,33.6009,-117.0293,Unknown
336009N1172237W001,9775,33.6009,-117.2237,Unknown
336009N1172529W001,7256,33.6009,-117.2529,Unknown
336009N1172773W001,40010,33.6009,-117.2773,Unknown
336009N1172812W001,7113,33.6009,-117.2812,Unknown
336011N1168429W001,5333,33.6011,-116.8429,Unknown
336011N1172693W001,28078,33.6011,-117.2693,Unknown
336014N1171073W001,9608,33.6014,-117.1073,Unknown
336017N1146408W001,29629,33.6017,-114.6408,Unknown
336017N1168356W001,5340,33.6017,-116.8356,Unknown
336017N1169232W001,8662,33.6017,-116.9232,Unknown
336017N1172504W001,7122,33.6017,-117.2504,Unknown
336020N1161925W001,47748,33.602,-116.1925,Irrigation
336020N1172259W001,9773,33.602,-117.2259,Unknown
336020N1172262W001,31705,33.602,-117.2262,Unknown
336020N1172837W001,7112,33.602,-117.2837,Unknown
336023N1171848W001,9782,33.6023,-117.1848,Unknown
336023N1172237W001,31706,33.6023,-117.2237,Unknown
336023N1172765W001,28072,33.6023,-117.2765,Unknown
336024N1145845W001,9569,33.6024,-114.5845,Unknown
336025N1146719W001,29630,33.6025,-114.6719,Unknown
336025N1146719W002,8816,33.6025,-114.6719,Unknown
336025N1171732W001,9781,33.6025,-117.1732,Unknown
336025N1171840W001,31713,33.6025,-117.184,Unknown
336028N1146066W001,9571,33.6028,-114.6066,Unknown
336028N1146247W001,6652,33.6028,-114.6247,Unknown
336028N1146722W001,27170,33.6028,-114.6722,Unknown
336028N1148065W001,38433,33.6028,-114.8065,Unknown
336028N1168356W001,29032,33.6028,-116.8356,Unknown
336029N1146451W001,27171,33.6029,-114.6451,Unknown
336029N1148063W001,25032,33.6029,-114.8063,Unknown
336031N1168312W001,5338,33.6031,-116.8312,Unknown
336034N1145880W001,7369,33.6034,-114.588,Unknown
336034N1168370W001,5339,33.6034,-116.837,Unknown
336034N1171668W001,7094,33.6034,-117.1668,Unknown
336034N1172779W001,7111,33.6034,-117.2779,Unknown
336036N1146585W001,6651,33.6036,-114.6585,Unknown
336036N1172743W001,7117,33.6036,-117.2743,Unknown
336037N1160485W001,47742,33.60367,-116.0485,Irrigation
336039N1171115W001,31396,33.6039,-117.1115,Unknown
336039N1171284W001,31394,33.6039,-117.1284,Unknown
336042N1145713W001,39332,33.6042,-114.5713,Unknown
336042N1146938W001,6649,33.6042,-114.6938,Unknown
336042N1172715W001,28077,33.6042,-117.2715,Unknown
336045N1169234W001,5329,33.6045,-116.9234,Unknown
336045N1171707W001,7095,33.6045,-117.1707,Unknown
336048N1145519W001,28653,33.6048,-114.5519,Unknown
336050N1171734W001,39491,33.605,-117.1734,Unknown
336053N1147391W001,25030,33.6053,-114.7391,Unknown
336053N1162295W001,56744,33.60536,-116.22951,Unknown
336053N1168323W001,5337,33.6053,-116.8323,Unknown
336053N1171704W001,7096,33.6053,-117.1704,Unknown
336053N1172923W001,28070,33.6053,-117.2923,Unknown
336053N1172948W001,7107,33.6053,-117.2948,Unknown
336056N1171798W001,40126,33.6056,-117.1798,Unknown
336059N1145344W001,28654,33.6059,-114.5344,Unknown
336059N1170795W001,31398,33.6059,-117.0795,Unknown
336061N1172926W001,7110,33.6061,-117.2926,Unknown
336064N1145371W001,7371,33.6064,-114.5371,Unknown
336064N1172721W001,28076,33.6064,-117.2721,Unknown
336064N1172834W001,28071,33.6064,-117.2834,Unknown
336070N1169240W001,5328,33.607,-116.924,Unknown
336070N1171745W001,31712,33.607,-117.1745,Unknown
336070N1172698W001,7116,33.607,-117.2698,Unknown
336073N1169240W001,5327,33.6073,-116.924,Unknown
336073N1171859W001,9780,33.6073,-117.1859,Unknown
336073N1172276W001,31704,33.6073,-117.2276,Unknown
336073N1172946W001,28069,33.6073,-117.2946,Unknown
336078N1171845W001,31711,33.6078,-117.1845,Unknown
336078N1172276W001,9770,33.6078,-117.2276,Unknown
336081N1171709W001,28067,33.6081,-117.1709,Unknown
336084N1146685W001,6650,33.6084,-114.6685,Unknown
336084N1168404W001,5335,33.6084,-116.8404,Unknown
336084N1168404W002,5336,33.6084,-116.8404,Unknown
336084N1171884W001,31710,33.6084,-117.1884,Unknown
336084N1172946W001,28068,33.6084,-117.2946,Unknown
336085N1147012W001,24679,33.6085,-114.7012,Unknown
336086N1171701W001,7093,33.6086,-117.1701,Unknown
336086N1171876W001,9779,33.6086,-117.1876,Unknown
336089N1171015W001,31397,33.6089,-117.1015,Unknown
336089N1172973W001,7104,33.6089,-117.2973,Unknown
336091N1146979W001,24680,33.6091,-114.6979,Unknown
336092N1147016W001,6648,33.6092,-114.7016,Unknown
336092N1147191W001,29378,33.6092,-114.7191,Unknown
336092N1171687W001,31715,33.6092,-117.1687,Unknown
336092N1172837W001,7108,33.6092,-117.2837,Unknown
336095N1145999W001,7365,33.6095,-114.5999,Unknown
336095N1172682W001,28075,33.6095,-117.2682,Unknown
336098N1172748W001,7115,33.6098,-117.2748,Unknown
336100N1171829W001,31708,33.61,-117.1829,Unknown
336100N1171832W001,9777,33.61,-117.1832,Unknown
336100N1171865W001,31709,33.61,-117.1865,Unknown
336101N1145775W001,7368,33.6101,-114.5775,Unknown
336103N1146655W001,27169,33.6103,-114.6655,Unknown
336103N1170748W001,9609,33.6103,-117.0748,Unknown
336103N1172979W001,7106,33.6103,-117.2979,Unknown
336106N1171879W001,9778,33.6106,-117.1879,Unknown
336106N1172998W001,7105,33.6106,-117.2998,Unknown
336111N1168306W001,5334,33.6111,-116.8306,Unknown
336111N1169245W001,5326,33.6111,-116.9245,Unknown
336111N1169462W001,6208,33.6111,-116.9462,Unknown
336111N1171032W001,9607,33.6111,-117.1032,Unknown
336111N1172479W001,28080,33.6111,-117.2479,Unknown
336111N1172576W001,7121,33.6111,-117.2576,Unknown
336117N1145519W001,7370,33.6117,-114.5519,Unknown
336117N1146866W001,25597,33.6117,-114.6866,Unknown
336119N1146841W001,25598,33.6119,-114.6841,Unknown
336120N1172479W001,7120,33.612,-117.2479,Unknown
336120N1172484W001,28079,33.612,-117.2484,Unknown
336120N1172904W001,7109,33.612,-117.2904,Unknown
336123N1172751W001,7114,33.6123,-117.2751,Unknown
336125N1170757W001,9610,33.6125,-117.0757,Unknown
336125N1171620W001,9764,33.6125,-117.162,Unknown
336128N1171637W001,9763,33.6128,-117.1637,Unknown
336128N1172651W001,7103,33.6128,-117.2651,Unknown
336129N1147325W001,37669,33.6129,-114.7325,Unknown
336131N1145985W001,7363,33.6131,-114.5985,Unknown
336131N1147055W001,6647,33.6131,-114.7055,Unknown
336131N1171620W001,9765,33.6131,-117.162,Unknown
336132N1145822W001,7367,33.6132,-114.5822,Unknown
336134N1171051W001,27726,33.6134,-117.1051,Unknown
336137N1147412W001,5935,33.6137,-114.7412,Unknown
336139N1169582W001,6206,33.6139,-116.9582,Unknown
336139N1172509W001,7097,33.6139,-117.2509,Unknown
336139N1172718W001,38338,33.6139,-117.2718,Unknown
336145N1146866W001,25596,33.6145,-114.6866,Unknown
336145N1162237W001,47739,33.6145,-116.22367,Irrigation
336145N1168281W001,5317,33.6145,-116.8281,Unknown
336145N1168281W002,29025,33.6145,-116.8281,Unknown
336145N1170643W001,27722,33.6145,-117.0643,Unknown
336145N1171209W001,9604,33.6145,-117.1209,Unknown
336147N1146683W001,24681,33.6147,-114.6683,Unknown
336148N1170634W001,5838,33.6148,-117.0634,Unknown
336153N1168298W001,29024,33.6153,-116.8298,Unknown
336153N1169012W001,5330,33.6153,-116.9012,Unknown
336153N1169012W002,5331,33.6153,-116.9012,Unknown
336156N1170798W001,5839,33.6156,-117.0798,Unknown
336156N1171468W001,31701,33.6156,-117.1468,Unknown
336161N1154588W001,27884,33.6161,-115.4588,Unknown
336161N1169093W001,5332,33.6161,-116.9093,Unknown
336167N1161008W001,47741,33.61667,-116.10083,Irrigation
336170N1146127W001,7362,33.617,-114.6127,Unknown
336170N1146872W001,25595,33.617,-114.6872,Unknown
336170N1146879W001,25594,33.617,-114.6879,Unknown
336173N1146069W001,7361,33.6173,-114.6069,Unknown
336173N1171593W001,9762,33.6173,-117.1593,Unknown
336175N1146235W001,7360,33.6175,-114.6235,Unknown
336175N1146605W001,29374,33.6175,-114.6605,Unknown
336175N1146627W001,6641,33.6175,-114.6627,Unknown
336175N1147013W001,29377,33.6175,-114.7013,Unknown
336175N1168726W001,39858,33.6175,-116.8726,Unknown
336175N1170868W001,27725,33.6175,-117.0868,Unknown
336175N1172709W001,7101,33.6175,-117.2709,Unknown
336178N1145721W001,7366,33.6178,-114.5721,Unknown
336181N1170970W001,5844,33.6181,-117.097,Unknown
336184N1170865W001,5843,33.6184,-117.0865,Unknown
336186N1145552W001,7355,33.6186,-114.5552,Unknown
336186N1171912W001,9769,33.6186,-117.1912,Unknown
336189N1171934W001,31703,33.6189,-117.1934,Unknown
336189N1172676W001,7100,33.6189,-117.2676,Unknown
336192N1145380W001,40015,33.6192,-114.538,Unknown
336192N1145897W001,27181,33.6192,-114.5897,Unknown
336192N1145938W001,7352,33.6192,-114.5938,Unknown
336192N1172634W001,7099,33.6192,-117.2634,Unknown
336192N1172740W001,7102,33.6192,-117.274,Unknown
336198N1146502W001,29373,33.6198,-114.6502,Unknown
336200N1171407W001,9753,33.62,-117.1407,Unknown
336200N1172734W001,7098,33.62,-117.2734,Unknown
336203N1168790W001,29027,33.6203,-116.879,Unknown
336203N1171290W001,5846,33.6203,-117.129,Unknown
336206N1169048W001,29031,33.6206,-116.9048,Unknown
336206N1169048W002,5325,33.6206,-116.9048,Unknown
336209N1170920W001,5842,33.6209,-117.092,Unknown
336210N1147412W001,27886,33.621,-114.7412,Unknown
336211N1146010W001,28652,33.6211,-114.601,Unknown
336212N1145849W001,7357,33.6212,-114.5849,Unknown
336213N1146030W001,7358,33.6213,-114.603,Unknown
336214N1146110W001,7359,33.6214,-114.611,Unknown
336217N1170918W001,5841,33.6217,-117.0918,Unknown
336217N1170918W002,27724,33.6217,-117.0918,Unknown
336217N1171707W001,9760,33.6217,-117.1707,Unknown
336217N1171709W001,9759,33.6217,-117.1709,Unknown
336220N1168920W001,29029,33.622,-116.892,Unknown
336220N1168920W002,5323,33.622,-116.892,Unknown
336223N1147108W001,6644,33.6223,-114.7108,Unknown
336223N1147228W001,6645,33.6223,-114.7228,Unknown
336223N1171654W001,9761,33.6223,-117.1654,Unknown
336225N1171284W001,5847,33.6225,-117.1284,Unknown
336228N1168948W001,5322,33.6228,-116.8948,Unknown
336231N1146960W001,29376,33.6231,-114.696,Unknown
336231N1168873W001,5320,33.6231,-116.8873,Unknown
336231N1168884W001,29028,33.6231,-116.8884,Unknown
336231N1168943W001,5321,33.6231,-116.8943,Unknown
336234N1171298W001,27727,33.6234,-117.1298,Unknown
336234N1171390W001,9621,33.6234,-117.139,Unknown
336238N1147267W001,6646,33.6238,-114.7267,Unknown
336239N1168976W001,5324,33.6239,-116.8976,Unknown
336239N1171709W001,9758,33.6239,-117.1709,Unknown
336242N1170884W001,5840,33.6242,-117.0884,Unknown
336245N1171723W001,9766,33.6245,-117.1723,Unknown
336248N1146455W001,6638,33.6248,-114.6455,Unknown
336248N1146455W002,29372,33.6248,-114.6455,Unknown
336248N1146455W003,6639,33.6248,-114.6455,Unknown
336248N1146585W001,6637,33.6248,-114.6585,Unknown
336248N1146630W001,6640,33.6248,-114.663,Unknown
336248N1169051W001,29030,33.6248,-116.9051,Unknown
336248N1171701W001,9757,33.6248,-117.1701,Unknown
336250N1171729W001,9767,33.625,-117.1729,Unknown
336251N1172930W001,57298,33.6251,-117.293,Public Supply
336253N1170629W001,27721,33.6253,-117.0629,Unknown
336256N1171729W001,9768,33.6256,-117.1729,Unknown
336258N1162737W001,47740,33.62583,-116.27367,Irrigation
336261N1171643W001,9754,33.6261,-117.1643,Unknown
336261N1171651W001,9755,33.6261,-117.1651,Unknown
336261N1171662W001,9756,33.6261,-117.1662,Unknown
336267N1146585W001,6636,33.6267,-114.6585,Unknown
336267N1146585W002,29371,33.6267,-114.6585,Unknown
336267N1168737W001,5319,33.6267,-116.8737,Unknown
336267N1170901W001,27723,33.6267,-117.0901,Unknown
336267N1171204W001,5845,33.6267,-117.1204,Unknown
336267N1171729W001,31702,33.6267,-117.1729,Unknown
336270N1146810W001,6642,33.627,-114.681,Unknown
336270N1146994W001,6643,33.627,-114.6994,Unknown
336282N1161852W001,47752,33.62817,-116.18517,Irrigation
336283N1147412W001,5934,33.6283,-114.7412,Unknown
336284N1146463W001,6635,33.6284,-114.6463,Unknown
336284N1168695W001,5318,33.6284,-116.8695,Unknown
336286N1171370W001,28492,33.6286,-117.137,Unknown
336289N1147057W001,24678,33.6289,-114.7057,Unknown
336289N1170257W001,28481,33.6289,-117.0257,Unknown
336295N1147327W001,27885,33.6295,-114.7327,Unknown
336298N1168723W001,29026,33.6298,-116.8723,Unknown
336298N1170887W001,27720,33.6298,-117.0887,Unknown
336298N1170895W001,5835,33.6298,-117.0895,Unknown
336300N1170848W001,5836,33.63,-117.0848,Unknown
336314N1147063W001,29375,33.6314,-114.7063,Unknown
336314N1168681W001,39226,33.6314,-116.8681,Unknown
336314N1168698W001,5315,33.6314,-116.8698,Unknown
336314N1168698W002,29023,33.6314,-116.8698,Unknown
336314N1168698W003,5316,33.6314,-116.8698,Unknown
336314N1172919W001,57322,33.63147,-117.29191,Public Supply
336314N1172953W001,57300,33.63143,-117.29539,Public Supply
336317N1145360W001,28649,33.6317,-114.536,Unknown
336317N1146463W001,29370,33.6317,-114.6463,Unknown
336320N1145897W001,6676,33.632,-114.5897,Unknown
336320N1146199W001,27178,33.632,-114.6199,Unknown
336323N1145735W001,7356,33.6323,-114.5735,Unknown
336323N1146066W001,27180,33.6323,-114.6066,Unknown
336325N1145635W001,28650,33.6325,-114.5635,Unknown
336327N1172947W001,47933,33.6328,-117.2948,Observation
336327N1172947W002,47934,33.6328,-117.2948,Observation
336328N1145566W001,7354,33.6328,-114.5566,Unknown
336328N1153766W001,5931,33.6328,-115.3766,Unknown
336329N1172982W001,47935,33.635,-117.3016,Observation
336329N1172982W002,47936,33.635,-117.3016,Observation
336334N1173390W001,47930,33.6393,-117.3454,Observation
336339N1153783W001,5930,33.6339,-115.3783,Unknown
336342N1171187W001,27605,33.6342,-117.1187,Unknown
336344N1147133W001,6633,33.6344,-114.7133,Unknown
336345N1147242W001,29076,33.6345,-114.7242,Unknown
336345N1147243W001,6503,33.6345,-114.7243,Unknown
336345N1171215W001,6234,33.6345,-117.1215,Unknown
336350N1173016W001,47937,33.6367,-117.2929,Observation
336350N1173016W002,47938,33.6367,-117.2929,Observation
336353N1153802W001,27883,33.6353,-115.3802,Unknown
336356N1146505W001,6634,33.6356,-114.6505,Unknown
336356N1147371W001,5933,33.6356,-114.7371,Unknown
336356N1171429W001,31405,33.6356,-117.1429,Unknown
336364N1145830W001,28648,33.6364,-114.583,Unknown
336366N1172928W001,47931,33.63296,-117.29828,Observation
336366N1172928W002,47932,33.63296,-117.29828,Observation
336367N1171707W001,9619,33.6367,-117.1707,Unknown
336378N1171454W001,9620,33.6378,-117.1454,Unknown
336384N1170976W001,39304,33.6384,-117.0976,Unknown
336386N1170815W001,5837,33.6386,-117.0815,Unknown
336386N1171001W001,27609,33.6386,-117.1001,Unknown
336392N1170940W001,27607,33.6392,-117.094,Unknown
336393N1173454W001,47929,33.6334,-117.339,Observation
336395N1145897W001,6674,33.6395,-114.5897,Unknown
336395N1145916W001,27179,33.6395,-114.5916,Unknown
336395N1145938W001,6675,33.6395,-114.5938,Unknown
336395N1171215W001,28491,33.6395,-117.1215,Unknown
336397N1173016W001,57336,33.63976,-117.30163,Public Supply
336398N1145805W001,38345,33.6398,-114.5805,Unknown
336398N1170976W001,27606,33.6398,-117.0976,Unknown
336400N1170979W001,5833,33.64,-117.0979,Unknown
336403N1171048W001,5830,33.6403,-117.1048,Unknown
336407N1161430W001,47728,33.64067,-116.143,Observation
336407N1173117W001,57301,33.64071,-117.31175,Public Supply
336409N1170965W001,5831,33.6409,-117.0965,Unknown
336409N1171034W001,6235,33.6409,-117.1034,Unknown
336411N1170973W001,5832,33.6411,-117.0973,Unknown
336411N1170990W001,5834,33.6411,-117.099,Unknown
336411N1171012W001,27608,33.6411,-117.1012,Unknown
336416N1172920W001,47925,33.64155,-117.292,Observation
336417N1171223W001,6233,33.6417,-117.1223,Unknown
336420N1171195W001,28490,33.642,-117.1195,Unknown
336434N1146069W001,6673,33.6434,-114.6069,Unknown
336439N1171295W001,6232,33.6439,-117.1295,Unknown
336445N1145852W001,28647,33.6445,-114.5852,Unknown
336450N1171026W001,6231,33.645,-117.1026,Unknown
336453N1169620W001,29335,33.6453,-116.962,Unknown
336456N1173188W001,57321,33.64561,-117.31886,Public Supply
336459N1171034W001,28489,33.6459,-117.1034,Unknown
336460N1146421W001,37671,33.646,-114.6421,Unknown
336460N1146598W001,24677,33.646,-114.6598,Unknown
336461N1146938W001,29369,33.6461,-114.6938,Unknown
336461N1173021W001,57304,33.64616,-117.30219,Public Supply
336464N1146302W001,29073,33.6464,-114.6302,Unknown
336464N1146330W001,5952,33.6464,-114.633,Unknown
336464N1146416W001,5950,33.6464,-114.6416,Unknown
336464N1170134W001,28480,33.6464,-117.0134,Unknown
336470N1145555W001,7353,33.647,-114.5555,Unknown
336473N1145719W001,6670,33.6473,-114.5719,Unknown
336473N1145899W001,6671,33.6473,-114.5899,Unknown
336473N1170123W001,6205,33.6473,-117.0123,Unknown
336481N1145374W001,6669,33.6481,-114.5374,Unknown
336482N1162006W001,51660,33.64825,-116.20061,Observation
336482N1162008W001,51661,33.64823,-116.20078,Observation
336482N1173350W001,47923,33.64825,-117.335,Irrigation
336485N1162162W001,47733,33.6485,-116.21617,Observation
336485N1163777W001,47747,33.6485,-116.37767,Irrigation
336487N1145672W001,25600,33.6487,-114.5672,Unknown
336489N1171029W001,6230,33.6489,-117.1029,Unknown
336495N1146654W001,29074,33.6495,-114.6654,Unknown
336504N1173333W001,57338,33.65048,-117.33331,Public Supply
336509N1171090W001,28488,33.6509,-117.109,Unknown
336519N1146505W001,6501,33.6519,-114.6505,Unknown
336528N1169665W001,6204,33.6528,-116.9665,Unknown
336528N1171012W001,6229,33.6528,-117.1012,Unknown
336529N1173320W001,47922,33.65293,-117.332,Irrigation
336531N1158508W001,7343,33.6531,-115.8508,Unknown
336531N1169662W001,6203,33.6531,-116.9662,Unknown
336532N1162660W001,47727,33.65317,-116.266,Observation
336534N1147030W001,6502,33.6534,-114.703,Unknown
336536N1146827W001,38344,33.6536,-114.6827,Unknown
336536N1162525W001,56766,33.65369,-116.25251,Residential
336545N1145941W001,27176,33.6545,-114.5941,Unknown
336545N1169720W001,5483,33.6545,-116.972,Unknown
336545N1170993W001,6228,33.6545,-117.0993,Unknown
336550N1170840W001,6227,33.655,-117.084,Unknown
336553N1170976W001,28487,33.6553,-117.0976,Unknown
336555N1173035W001,47939,33.6555,-117.3035,Observation
336555N1173035W002,47940,33.6555,-117.3035,Observation
336555N1173035W003,58413,33.6555,-117.3035,Observation
336555N1176965W001,56176,33.65549,-117.69647,Public Supply
336557N1179512W001,7320,33.6557,-117.9512,Unknown
336559N1169726W001,5484,33.6559,-116.9726,Unknown
336559N1169737W001,29336,33.6559,-116.9737,Unknown
336561N1171215W001,6219,33.6561,-117.1215,Unknown
336564N1171209W001,6220,33.6564,-117.1209,Unknown
336570N1161008W001,56746,33.65702,-116.10084,Unknown
336574N1147110W001,29075,33.6574,-114.711,Unknown
336581N1159244W001,6595,33.6581,-115.9244,Unknown
336595N1170887W001,6224,33.6595,-117.0887,Unknown
336600N1169754W001,5481,33.66,-116.9754,Unknown
336603N1169765W001,5482,33.6603,-116.9765,Unknown
336603N1170757W001,28486,33.6603,-117.0757,Unknown
336604N1146447W001,24676,33.6604,-114.6447,Unknown
336606N1146249W001,6672,33.6606,-114.6249,Unknown
336607N1179623W001,37982,33.6607,-117.9623,Unknown
336607N1179623W002,56365,33.6607,-117.9623,Unknown
336608N1145259W001,27175,33.6608,-114.5259,Unknown
